Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Root","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(class System.Xaml.XamlMember,object,object)","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(class System.Xaml.XamlMember,object,object)",2,0,"0,21","0,00",
"Caller","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(class System.Xaml.XamlMember,object,object)","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(object,class System.Xaml.XamlMember,object)",2,0,"0,21","0,00",
"Callee","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(class System.Xaml.XamlMember,object,object)","System.Windows.Baml2006.WpfKnownMemberInvoker.SetValue(object,object)",2,0,"0,21","0,00",
"Root","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(object,class System.Xaml.XamlMember,object)","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(object,class System.Xaml.XamlMember,object)",2,0,"0,21","0,00",
"Caller","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(object,class System.Xaml.XamlMember,object)","System.Xaml.XamlObjectWriter.Logic_ApplyPropertyValue(class MS.Internal.Xaml.Context.ObjectWriterContext,class System.Xaml.XamlMember,object,bool)",2,0,"0,21","0,00",
"Callee","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(object,class System.Xaml.XamlMember,object)","MS.Internal.Xaml.Runtime.ClrObjectRuntime.SetValue(class System.Xaml.XamlMember,object,object)",2,0,"0,21","0,00",
"Root","MS.Utility.ArrayItemList`1.Add(!0)","MS.Utility.ArrayItemList`1.Add(!0)",1,1,"0,11","0,11",
"Caller","MS.Utility.ArrayItemList`1.Add(!0)","MS.Utility.FrugalStructList`1.Add(!0)",1,1,"0,11","0,11",
"Root","MS.Utility.ArrayItemList`1.Add(!0)","MS.Utility.ArrayItemList`1.Add(!0)",1,0,"0,11","0,00",
"Caller","MS.Utility.ArrayItemList`1.Add(!0)","MS.Utility.FrugalStructList`1.Add(!0)",1,0,"0,11","0,00",
"Callee","MS.Utility.ArrayItemList`1.Add(!0)","[clr.dll]",1,1,"0,11","0,11",
"Root","MS.Utility.ArrayItemList`1.Add(!0)","MS.Utility.ArrayItemList`1.Add(!0)",1,1,"0,11","0,11",
"Caller","MS.Utility.ArrayItemList`1.Add(!0)","MS.Utility.FrugalStructList`1.Add(!0)",1,1,"0,11","0,11",
"Root","MS.Utility.ArrayItemList`1.Clear()","MS.Utility.ArrayItemList`1.Clear()",1,0,"0,11","0,00",
"Caller","MS.Utility.ArrayItemList`1.Clear()","MS.Utility.FrugalStructList`1.Clear()",1,0,"0,11","0,00",
"Callee","MS.Utility.ArrayItemList`1.Clear()","[clr.dll]",1,1,"0,11","0,11",
"Root","MS.Utility.ArrayItemList`1.Clear()","MS.Utility.ArrayItemList`1.Clear()",2,2,"0,21","0,21",
"Caller","MS.Utility.ArrayItemList`1.Clear()","MS.Utility.FrugalStructList`1.Clear()",2,2,"0,21","0,21",
"Root","MS.Utility.ArrayItemList`1.EntryAt(int32)","MS.Utility.ArrayItemList`1.EntryAt(int32)",11,10,"1,16","1,05",
"Caller","MS.Utility.ArrayItemList`1.EntryAt(int32)","MS.Utility.FrugalStructList`1.get_Item(int32)",11,10,"1,16","1,05",
"Callee","MS.Utility.ArrayItemList`1.EntryAt(int32)","[clr.dll]",1,1,"0,11","0,11",
"Root","MS.Utility.DTypeMap.get_Item(class System.Windows.DependencyObjectType)","MS.Utility.DTypeMap.get_Item(class System.Windows.DependencyObjectType)",2,2,"0,21","0,21",
"Caller","MS.Utility.DTypeMap.get_Item(class System.Windows.DependencyObjectType)","System.Windows.GlobalEventManager.GetDTypedClassListeners(class System.Windows.DependencyObjectType,class System.Windows.RoutedEvent,class System.Windows.ClassHandlersStore&,int32&)",2,2,"0,21","0,21",
"Root","MS.Utility.FrugalMap.get_Item(int32)","MS.Utility.FrugalMap.get_Item(int32)",1,0,"0,11","0,00",
"Caller","MS.Utility.FrugalMap.get_Item(int32)","System.Windows.EventHandlersStore.get_Item(class System.Windows.RoutedEvent)",1,0,"0,11","0,00",
"Callee","MS.Utility.FrugalMap.get_Item(int32)","MS.Utility.ThreeObjectMap.Search(int32)",1,1,"0,11","0,11",
"Root","MS.Utility.FrugalObjectList`1.Add(!0)","MS.Utility.FrugalObjectList`1.Add(!0)",1,0,"0,11","0,00",
"Caller","MS.Utility.FrugalObjectList`1.Add(!0)","System.Windows.Media.MediaContext.BeginInvokeOnRender(class System.Windows.Threading.DispatcherOperationCallback,object)",1,0,"0,11","0,00",
"Callee","MS.Utility.FrugalObjectList`1.Add(!0)","MS.Utility.SingleItemList`1.Add(!0)",1,0,"0,11","0,00",
"Root","MS.Utility.FrugalObjectList`1.get_Item(int32)","MS.Utility.FrugalObjectList`1.get_Item(int32)",2,2,"0,21","0,21",
"Caller","MS.Utility.FrugalObjectList`1.get_Item(int32)","System.Windows.Media.Animation.AnimationStorage.GetCurrentPropertyValue(class System.Windows.Media.Animation.AnimationStorage,class System.Windows.DependencyObject,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,object)",2,2,"0,21","0,21",
"Root","MS.Utility.FrugalStructList`1.Add(!0)","MS.Utility.FrugalStructList`1.Add(!0)",2,0,"0,21","0,00",
"Caller","MS.Utility.FrugalStructList`1.Add(!0)","MS.Internal.SpanVector.Set(int32,int32,object,class MS.Internal.Equals,valuetype MS.Internal.SpanPosition)",1,0,"0,11","0,00",
"Caller","MS.Utility.FrugalStructList`1.Add(!0)","System.Windows.Media.RenderDataDrawingContext.DrawGlyphRun(class System.Windows.Media.Brush,class System.Windows.Media.GlyphRun)",1,0,"0,11","0,00",
"Callee","MS.Utility.FrugalStructList`1.Add(!0)","[Unknown]",1,1,"0,11","0,11",
"Callee","MS.Utility.FrugalStructList`1.Add(!0)","MS.Utility.ArrayItemList`1.Add(!0)",1,0,"0,11","0,00",
"Root","MS.Utility.FrugalStructList`1.Add(!0)","MS.Utility.FrugalStructList`1.Add(!0)",2,1,"0,21","0,11",
"Caller","MS.Utility.FrugalStructList`1.Add(!0)","System.Windows.EventRoute.AddSource(object)",2,1,"0,21","0,11",
"Callee","MS.Utility.FrugalStructList`1.Add(!0)","MS.Utility.ArrayItemList`1.Add(!0)",1,1,"0,11","0,11",
"Root","MS.Utility.FrugalStructList`1.Add(!0)","MS.Utility.FrugalStructList`1.Add(!0)",1,0,"0,11","0,00",
"Caller","MS.Utility.FrugalStructList`1.Add(!0)","System.Windows.EventRoute.Add(object,class System.Delegate,bool)",1,0,"0,11","0,00",
"Callee","MS.Utility.FrugalStructList`1.Add(!0)","MS.Utility.ArrayItemList`1.Add(!0)",1,1,"0,11","0,11",
"Root","MS.Utility.FrugalStructList`1.Clear()","MS.Utility.FrugalStructList`1.Clear()",3,1,"0,32","0,11",
"Caller","MS.Utility.FrugalStructList`1.Clear()","System.Windows.EventRoute.Clear()",3,1,"0,32","0,11",
"Callee","MS.Utility.FrugalStructList`1.Clear()","MS.Utility.ArrayItemList`1.Clear()",2,2,"0,21","0,21",
"Root","MS.Utility.FrugalStructList`1.Clear()","MS.Utility.FrugalStructList`1.Clear()",1,0,"0,11","0,00",
"Caller","MS.Utility.FrugalStructList`1.Clear()","System.Windows.EventRoute.Clear()",1,0,"0,11","0,00",
"Callee","MS.Utility.FrugalStructList`1.Clear()","MS.Utility.ArrayItemList`1.Clear()",1,0,"0,11","0,00",
"Root","MS.Utility.FrugalStructList`1.get_Item(int32)","MS.Utility.FrugalStructList`1.get_Item(int32)",1,1,"0,11","0,11",
"Caller","MS.Utility.FrugalStructList`1.get_Item(int32)","System.Windows.EventRoute.InvokeHandlersImpl(object,class System.Windows.RoutedEventArgs,bool)",1,1,"0,11","0,11",
"Root","MS.Utility.FrugalStructList`1.get_Item(int32)","MS.Utility.FrugalStructList`1.get_Item(int32)",3,0,"0,32","0,00",
"Caller","MS.Utility.FrugalStructList`1.get_Item(int32)","System.Windows.Media.TransformGroup.get_Value()",3,0,"0,32","0,00",
"Callee","MS.Utility.FrugalStructList`1.get_Item(int32)","MS.Utility.SixItemList`1.EntryAt(int32)",2,2,"0,21","0,21",
"Callee","MS.Utility.FrugalStructList`1.get_Item(int32)","MS.Utility.ThreeItemList`1.EntryAt(int32)",1,1,"0,11","0,11",
"Root","MS.Utility.FrugalStructList`1.get_Item(int32)","MS.Utility.FrugalStructList`1.get_Item(int32)",18,7,"1,89","0,74",
"Caller","MS.Utility.FrugalStructList`1.get_Item(int32)","System.Windows.EventRoute.GetBubbleSource(int32,int32&)",6,2,"0,63","0,21",
"Caller","MS.Utility.FrugalStructList`1.get_Item(int32)","System.Windows.EventRoute.GetTunnelSource(int32,int32&)",10,3,"1,05","0,32",
"Caller","MS.Utility.FrugalStructList`1.get_Item(int32)","System.Windows.EventRoute.InvokeHandlersImpl(object,class System.Windows.RoutedEventArgs,bool)",2,2,"0,21","0,21",
"Callee","MS.Utility.FrugalStructList`1.get_Item(int32)","MS.Utility.ArrayItemList`1.EntryAt(int32)",11,10,"1,16","1,05",
"Root","MS.Utility.FrugalStructList`1.get_Item(int32)","MS.Utility.FrugalStructList`1.get_Item(int32)",1,1,"0,11","0,11",
"Caller","MS.Utility.FrugalStructList`1.get_Item(int32)","System.Windows.StyleHelper.InvalidateResourceDependents(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildPropertyDependent>&,bool)",1,1,"0,11","0,11",
"Root","MS.Utility.FrugalStructList`1.IndexOf(!0)","MS.Utility.FrugalStructList`1.IndexOf(!0)",1,1,"0,11","0,11",
"Caller","MS.Utility.FrugalStructList`1.IndexOf(!0)","System.Windows.DescendentsWalker`1.VisitNode(class System.Windows.FrameworkElement,bool)",1,1,"0,11","0,11",
"Root","MS.Utility.SingleItemList`1.Add(!0)","MS.Utility.SingleItemList`1.Add(!0)",1,0,"0,11","0,00",
"Caller","MS.Utility.SingleItemList`1.Add(!0)","MS.Utility.FrugalObjectList`1.Add(!0)",1,0,"0,11","0,00",
"Callee","MS.Utility.SingleItemList`1.Add(!0)","[clr.dll]",1,1,"0,11","0,11",
"Root","MS.Utility.SixItemList`1.EntryAt(int32)","MS.Utility.SixItemList`1.EntryAt(int32)",2,2,"0,21","0,21",
"Caller","MS.Utility.SixItemList`1.EntryAt(int32)","MS.Utility.FrugalStructList`1.get_Item(int32)",2,2,"0,21","0,21",
"Root","MS.Utility.ThreeItemList`1.EntryAt(int32)","MS.Utility.ThreeItemList`1.EntryAt(int32)",1,1,"0,11","0,11",
"Caller","MS.Utility.ThreeItemList`1.EntryAt(int32)","MS.Utility.FrugalStructList`1.get_Item(int32)",1,1,"0,11","0,11",
"Root","MS.Utility.ThreeObjectMap.Search(int32)","MS.Utility.ThreeObjectMap.Search(int32)",2,2,"0,21","0,21",
"Caller","MS.Utility.ThreeObjectMap.Search(int32)","MS.Utility.FrugalMap.get_Item(int32)",1,1,"0,11","0,11",
"Caller","MS.Utility.ThreeObjectMap.Search(int32)","System.Windows.DependencyObject.NotifyPropertyChange(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,1,"0,11","0,11",
"Root","MS.Win32.HwndSubclass.DefWndProcWrapper(native int,int32,native int,native int)","MS.Win32.HwndSubclass.DefWndProcWrapper(native int,int32,native int,native int)",3,0,"0,32","0,00",
"Caller","MS.Win32.HwndSubclass.DefWndProcWrapper(native int,int32,native int,native int)","[Unknown]",3,0,"0,32","0,00",
"Callee","MS.Win32.HwndSubclass.DefWndProcWrapper(native int,int32,native int,native int)","[USER32.dll]",3,0,"0,32","0,00",
"Root","MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)","MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)",495,1,"52,11","0,11",
"Caller","MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)","System.Windows.Threading.ExceptionWrapper.InternalRealCall(class System.Delegate,object,int32)",495,1,"52,11","0,11",
"Callee","MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)",494,0,"52,00","0,00",
"Root","MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)","MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)",504,0,"53,05","0,00",
"Caller","MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)","[Unknown]",504,0,"53,05","0,00",
"Callee","MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)","[Unknown]",1,1,"0,11","0,11",
"Callee","MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)","[WindowsBase.dll]",9,1,"0,95","0,11",
"Callee","MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)","System.Windows.Threading.Dispatcher.LegacyInvokeImpl(valuetype System.Windows.Threading.DispatcherPriority,valuetype System.TimeSpan,class System.Delegate,object,int32)",498,1,"52,42","0,11",
"Root","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)",494,0,"52,00","0,00",
"Caller","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)",494,0,"52,00","0,00",
"Callee","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","MS.Internal.CopyOnWriteList.get_List()",1,0,"0,11","0,00",
"Callee","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","MS.Internal.WeakReferenceListEnumerator.MoveNext()",3,1,"0,32","0,11",
"Callee","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","System.Windows.Interop.HwndSource.HwndTargetFilterMessage(native int,int32,native int,native int,bool&)",5,1,"0,53","0,11",
"Callee","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","System.Windows.Interop.HwndSource.InputFilterMessage(native int,int32,native int,native int,bool&)",309,0,"32,53","0,00",
"Callee","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","System.Windows.Interop.HwndSource.LayoutFilterMessage(native int,int32,native int,native int,bool&)",1,0,"0,11","0,00",
"Callee","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","System.Windows.Interop.HwndSource.PublicHooksFilterMessage(native int,int32,native int,native int,bool&)",50,0,"5,26","0,00",
"Callee","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","System.Windows.Media.MediaContextNotificationWindow.MessageFilter(native int,int32,native int,native int,bool&)",10,0,"1,05","0,00",
"Callee","MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)","System.Windows.Threading.Dispatcher.WndProcHook(native int,int32,native int,native int,bool&)",161,0,"16,95","0,00",
"Root","MS.Win32.SafeNativeMethods.GetWindowStyle(valuetype System.Runtime.InteropServices.HandleRef,bool)","MS.Win32.SafeNativeMethods.GetWindowStyle(valuetype System.Runtime.InteropServices.HandleRef,bool)",1,0,"0,11","0,00",
"Caller","MS.Win32.SafeNativeMethods.GetWindowStyle(valuetype System.Runtime.InteropServices.HandleRef,bool)","MS.Internal.PointUtil.AdjustForRightToLeft(class MS.Win32.NativeMethods/POINT,valuetype System.Runtime.InteropServices.HandleRef)",1,0,"0,11","0,00",
"Callee","MS.Win32.SafeNativeMethods.GetWindowStyle(valuetype System.Runtime.InteropServices.HandleRef,bool)","MS.Win32.UnsafeNativeMethods.GetWindowLong(valuetype System.Runtime.InteropServices.HandleRef,int32)",1,1,"0,11","0,11",
"Root","MS.Win32.SafeNativeMethods.QueryPerformanceCounter(int64&)","MS.Win32.SafeNativeMethods.QueryPerformanceCounter(int64&)",1,0,"0,11","0,00",
"Caller","MS.Win32.SafeNativeMethods.QueryPerformanceCounter(int64&)","System.Windows.Media.MediaContext.get_HasCommittedThisVBlankInterval()",1,0,"0,11","0,00",
"Callee","MS.Win32.SafeNativeMethods.QueryPerformanceCounter(int64&)","[WindowsBase.dll]",1,1,"0,11","0,11",
"Root","MS.Win32.SafeNativeMethods.ReleaseCapture()","MS.Win32.SafeNativeMethods.ReleaseCapture()",4,0,"0,42","0,00",
"Caller","MS.Win32.SafeNativeMethods.ReleaseCapture()","System.Windows.Interop.HwndMouseInputProvider.System.Windows.Input.IMouseInputProvider.ReleaseMouseCapture()",4,0,"0,42","0,00",
"Callee","MS.Win32.SafeNativeMethods.ReleaseCapture()","[Unknown]",1,0,"0,11","0,00",
"Callee","MS.Win32.SafeNativeMethods.ReleaseCapture()","[USER32.dll]",3,0,"0,32","0,00",
"Root","MS.Win32.SafeNativeMethods.SetCursor(class System.Runtime.InteropServices.SafeHandle)","MS.Win32.SafeNativeMethods.SetCursor(class System.Runtime.InteropServices.SafeHandle)",1,0,"0,11","0,00",
"Caller","MS.Win32.SafeNativeMethods.SetCursor(class System.Runtime.InteropServices.SafeHandle)","System.Windows.Interop.HwndMouseInputProvider.System.Windows.Input.IMouseInputProvider.SetCursor(class System.Windows.Input.Cursor)",1,0,"0,11","0,00",
"Callee","MS.Win32.SafeNativeMethods.SetCursor(class System.Runtime.InteropServices.SafeHandle)","System.StubHelpers.StubHelpers.SafeHandleRelease(class System.Runtime.InteropServices.SafeHandle)",1,0,"0,11","0,00",
"Root","MS.Win32.UnsafeNativeMethods.GetWindowLong(valuetype System.Runtime.InteropServices.HandleRef,int32)","MS.Win32.UnsafeNativeMethods.GetWindowLong(valuetype System.Runtime.InteropServices.HandleRef,int32)",1,1,"0,11","0,11",
"Caller","MS.Win32.UnsafeNativeMethods.GetWindowLong(valuetype System.Runtime.InteropServices.HandleRef,int32)","MS.Win32.SafeNativeMethods.GetWindowStyle(valuetype System.Runtime.InteropServices.HandleRef,bool)",1,1,"0,11","0,11",
"Root","MS.Win32.UnsafeNativeMethods.MsgWaitForMultipleObjectsEx(int32,native int[],int32,int32,int32)","MS.Win32.UnsafeNativeMethods.MsgWaitForMultipleObjectsEx(int32,native int[],int32,int32,int32)",3,0,"0,32","0,00",
"Caller","MS.Win32.UnsafeNativeMethods.MsgWaitForMultipleObjectsEx(int32,native int[],int32,int32,int32)","System.Windows.Threading.Dispatcher.ProcessQueue()",3,0,"0,32","0,00",
"Callee","MS.Win32.UnsafeNativeMethods.MsgWaitForMultipleObjectsEx(int32,native int[],int32,int32,int32)","[WindowsBase.dll]",3,1,"0,32","0,11",
"Root","MS.Win32.UnsafeNativeMethods.WindowFromPoint(int32,int32)","MS.Win32.UnsafeNativeMethods.WindowFromPoint(int32,int32)",4,0,"0,42","0,00",
"Caller","MS.Win32.UnsafeNativeMethods.WindowFromPoint(int32,int32)","System.Windows.Input.MouseDevice.GlobalHitTest(bool,valuetype System.Windows.Point,class System.Windows.PresentationSource,class System.Windows.IInputElement&,class System.Windows.IInputElement&)",3,0,"0,32","0,00",
"Caller","MS.Win32.UnsafeNativeMethods.WindowFromPoint(int32,int32)","System.Windows.Interop.HwndMouseInputProvider.ReportInput(native int,valuetype System.Windows.Input.InputMode,int32,valuetype System.Windows.Input.RawMouseActions,int32,int32,int32)",1,0,"0,11","0,00",
"Callee","MS.Win32.UnsafeNativeMethods.WindowFromPoint(int32,int32)","[USER32.dll]",4,0,"0,42","0,00",
"Root","Mufasa.App.Main()","Mufasa.App.Main()",516,0,"54,32","0,00",
"Caller","Mufasa.App.Main()","[clr.dll]",516,0,"54,32","0,00",
"Callee","Mufasa.App.Main()","System.Windows.Application.Run()",516,0,"54,32","0,00",
"Root","Mufasa.BackEnd.Designer.Construct.SaveAsBio(string)","Mufasa.BackEnd.Designer.Construct.SaveAsBio(string)",2,0,"0,21","0,00",
"Caller","Mufasa.BackEnd.Designer.Construct.SaveAsBio(string)","Mufasa.Pages.Design.saveButton_Click(object,class System.Windows.RoutedEventArgs)",2,0,"0,21","0,00",
"Callee","Mufasa.BackEnd.Designer.Construct.SaveAsBio(string)","[clr.dll]",2,0,"0,21","0,00",
"Root","Mufasa.BackEnd.Designer.Designer.AddFragment(string,string)","Mufasa.BackEnd.Designer.Designer.AddFragment(string,string)",80,0,"8,42","0,00",
"Caller","Mufasa.BackEnd.Designer.Designer.AddFragment(string,string)","Mufasa.Pages.Design.openFileButton_Click(object,class System.Windows.RoutedEventArgs)",80,0,"8,42","0,00",
"Callee","Mufasa.BackEnd.Designer.Designer.AddFragment(string,string)","Mufasa.BackEnd.Designer.Designer.ParseFile(string)",61,0,"6,42","0,00",
"Callee","Mufasa.BackEnd.Designer.Designer.AddFragment(string,string)","Mufasa.BackEnd.Designer.Designer.SequenceTooShort(string,string,class Mufasa.BackEnd.Exceptions.SequenceLengthException)",19,0,"2,00","0,00",
"Root","Mufasa.BackEnd.Designer.Designer.ParseFile(string)","Mufasa.BackEnd.Designer.Designer.ParseFile(string)",61,0,"6,42","0,00",
"Caller","Mufasa.BackEnd.Designer.Designer.ParseFile(string)","Mufasa.BackEnd.Designer.Designer.AddFragment(string,string)",61,0,"6,42","0,00",
"Callee","Mufasa.BackEnd.Designer.Designer.ParseFile(string)","[clr.dll]",59,0,"6,21","0,00",
"Callee","Mufasa.BackEnd.Designer.Designer.ParseFile(string)","Mufasa.BackEnd.Designer.Designer.ParseFragment(class Bio.IO.ISequenceParser,string)",2,0,"0,21","0,00",
"Root","Mufasa.BackEnd.Designer.Designer.ParseFragment(class Bio.IO.ISequenceParser,string)","Mufasa.BackEnd.Designer.Designer.ParseFragment(class Bio.IO.ISequenceParser,string)",2,0,"0,21","0,00",
"Caller","Mufasa.BackEnd.Designer.Designer.ParseFragment(class Bio.IO.ISequenceParser,string)","Mufasa.BackEnd.Designer.Designer.ParseFile(string)",2,0,"0,21","0,00",
"Callee","Mufasa.BackEnd.Designer.Designer.ParseFragment(class Bio.IO.ISequenceParser,string)","[clr.dll]",1,0,"0,11","0,00",
"Callee","Mufasa.BackEnd.Designer.Designer.ParseFragment(class Bio.IO.ISequenceParser,string)","System.Linq.Enumerable.ToList(class System.Collections.Generic.IEnumerable`1<!!0>)",1,0,"0,11","0,00",
"Root","Mufasa.BackEnd.Designer.Designer.SequenceTooShort(string,string,class Mufasa.BackEnd.Exceptions.SequenceLengthException)","Mufasa.BackEnd.Designer.Designer.SequenceTooShort(string,string,class Mufasa.BackEnd.Exceptions.SequenceLengthException)",19,0,"2,00","0,00",
"Caller","Mufasa.BackEnd.Designer.Designer.SequenceTooShort(string,string,class Mufasa.BackEnd.Exceptions.SequenceLengthException)","Mufasa.BackEnd.Designer.Designer.AddFragment(string,string)",19,0,"2,00","0,00",
"Callee","Mufasa.BackEnd.Designer.Designer.SequenceTooShort(string,string,class Mufasa.BackEnd.Exceptions.SequenceLengthException)","FirstFloor.ModernUI.Windows.Controls.ModernDialog.ShowMessage(string,string,valuetype System.Windows.MessageBoxButton,class System.Windows.Window)",19,0,"2,00","0,00",
"Root","Mufasa.Pages.Design.fragmentListBox_SelectionChanged(object,class System.Windows.Controls.SelectionChangedEventArgs)","Mufasa.Pages.Design.fragmentListBox_SelectionChanged(object,class System.Windows.Controls.SelectionChangedEventArgs)",1,0,"0,11","0,00",
"Caller","Mufasa.Pages.Design.fragmentListBox_SelectionChanged(object,class System.Windows.Controls.SelectionChangedEventArgs)","System.Windows.Controls.SelectionChangedEventArgs.InvokeEventHandler(class System.Delegate,object)",1,0,"0,11","0,00",
"Callee","Mufasa.Pages.Design.fragmentListBox_SelectionChanged(object,class System.Windows.Controls.SelectionChangedEventArgs)","System.Windows.Controls.TextBox.set_Text(string)",1,0,"0,11","0,00",
"Root","Mufasa.Pages.Design.openFileButton_Click(object,class System.Windows.RoutedEventArgs)","Mufasa.Pages.Design.openFileButton_Click(object,class System.Windows.RoutedEventArgs)",122,0,"12,84","0,00",
"Caller","Mufasa.Pages.Design.openFileButton_Click(object,class System.Windows.RoutedEventArgs)","System.Windows.RoutedEventHandlerInfo.InvokeHandler(object,class System.Windows.RoutedEventArgs)",122,0,"12,84","0,00",
"Callee","Mufasa.Pages.Design.openFileButton_Click(object,class System.Windows.RoutedEventArgs)","[clr.dll]",3,0,"0,32","0,00",
"Callee","Mufasa.Pages.Design.openFileButton_Click(object,class System.Windows.RoutedEventArgs)","Microsoft.Win32.CommonDialog.ShowDialog()",38,0,"4,00","0,00",
"Callee","Mufasa.Pages.Design.openFileButton_Click(object,class System.Windows.RoutedEventArgs)","Mufasa.BackEnd.Designer.Designer.AddFragment(string,string)",80,0,"8,42","0,00",
"Callee","Mufasa.Pages.Design.openFileButton_Click(object,class System.Windows.RoutedEventArgs)","System.Windows.Controls.ItemsControl.set_ItemsSource(class System.Collections.IEnumerable)",1,0,"0,11","0,00",
"Root","Mufasa.Pages.Design.overButton_Click(object,class System.Windows.RoutedEventArgs)","Mufasa.Pages.Design.overButton_Click(object,class System.Windows.RoutedEventArgs)",19,0,"2,00","0,00",
"Caller","Mufasa.Pages.Design.overButton_Click(object,class System.Windows.RoutedEventArgs)","System.Windows.RoutedEventHandlerInfo.InvokeHandler(object,class System.Windows.RoutedEventArgs)",19,0,"2,00","0,00",
"Callee","Mufasa.Pages.Design.overButton_Click(object,class System.Windows.RoutedEventArgs)","Microsoft.Win32.CommonDialog.ShowDialog()",19,0,"2,00","0,00",
"Root","Mufasa.Pages.Design.saveButton_Click(object,class System.Windows.RoutedEventArgs)","Mufasa.Pages.Design.saveButton_Click(object,class System.Windows.RoutedEventArgs)",22,0,"2,32","0,00",
"Caller","Mufasa.Pages.Design.saveButton_Click(object,class System.Windows.RoutedEventArgs)","System.Windows.RoutedEventHandlerInfo.InvokeHandler(object,class System.Windows.RoutedEventArgs)",22,0,"2,32","0,00",
"Callee","Mufasa.Pages.Design.saveButton_Click(object,class System.Windows.RoutedEventArgs)","Microsoft.Win32.CommonDialog.ShowDialog()",20,0,"2,11","0,00",
"Callee","Mufasa.Pages.Design.saveButton_Click(object,class System.Windows.RoutedEventArgs)","Mufasa.BackEnd.Designer.Construct.SaveAsBio(string)",2,0,"0,21","0,00",
"Root","Mufasa.Pages.Settings.Appearance..ctor()","Mufasa.Pages.Settings.Appearance..ctor()",11,0,"1,16","0,00",
"Caller","Mufasa.Pages.Settings.Appearance..ctor()","[clr.dll]",11,0,"1,16","0,00",
"Callee","Mufasa.Pages.Settings.Appearance..ctor()","Mufasa.Pages.Settings.Appearance.InitializeComponent()",2,0,"0,21","0,00",
"Callee","Mufasa.Pages.Settings.Appearance..ctor()","Mufasa.Pages.Settings.AppearanceViewModel..ctor()",9,0,"0,95","0,00",
"Root","Mufasa.Pages.Settings.Appearance.InitializeComponent()","Mufasa.Pages.Settings.Appearance.InitializeComponent()",2,0,"0,21","0,00",
"Caller","Mufasa.Pages.Settings.Appearance.InitializeComponent()","Mufasa.Pages.Settings.Appearance..ctor()",2,0,"0,21","0,00",
"Callee","Mufasa.Pages.Settings.Appearance.InitializeComponent()","System.Windows.Application.LoadComponent(object,class System.Uri)",2,0,"0,21","0,00",
"Root","Mufasa.Pages.Settings.AppearanceViewModel..ctor()","Mufasa.Pages.Settings.AppearanceViewModel..ctor()",9,0,"0,95","0,00",
"Caller","Mufasa.Pages.Settings.AppearanceViewModel..ctor()","Mufasa.Pages.Settings.Appearance..ctor()",9,0,"0,95","0,00",
"Callee","Mufasa.Pages.Settings.AppearanceViewModel..ctor()","Mufasa.Pages.Settings.AppearanceViewModel.SyncThemeAndColor()",9,0,"0,95","0,00",
