Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Root","System.Windows.Media.Animation.IndependentAnimationStorage.InvalidateResource()","System.Windows.Media.Animation.IndependentAnimationStorage.InvalidateResource()",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.IndependentAnimationStorage.InvalidateResource()","System.Windows.Media.Animation.Animatable.PropertyChanged(class System.Windows.DependencyProperty)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.IndependentAnimationStorage.InvalidateResource()","System.Windows.Media.MediaContext.add__resourcesUpdatedHandlers(class System.Windows.Media.MediaContext/ResourcesUpdatedHandler)",1,0,"0,11","0,00",
"Root","System.Windows.Media.Animation.IndependentAnimationStorage.UpdateResource(class System.Windows.Media.Composition.DUCE/Channel,bool)","System.Windows.Media.Animation.IndependentAnimationStorage.UpdateResource(class System.Windows.Media.Composition.DUCE/Channel,bool)",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.IndependentAnimationStorage.UpdateResource(class System.Windows.Media.Composition.DUCE/Channel,bool)","[Unknown]",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.IndependentAnimationStorage.UpdateResource(class System.Windows.Media.Composition.DUCE/Channel,bool)","System.Windows.Media.Animation.DoubleIndependentAnimationStorage.UpdateResourceCore(class System.Windows.Media.Composition.DUCE/Channel)",1,0,"0,11","0,00",
"Root","System.Windows.Media.Animation.PrefixSubtreeEnumerator.MoveNext()","System.Windows.Media.Animation.PrefixSubtreeEnumerator.MoveNext()",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.PrefixSubtreeEnumerator.MoveNext()","System.Windows.Media.Animation.ClockGroup.ComputeTreeState()",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.PrefixSubtreeEnumerator.MoveNext()","[clr.dll]",1,1,"0,11","0,11",
"Root","System.Windows.Media.Animation.Storyboard.GetComplexPathClone(class System.Windows.DependencyObject,class System.Windows.DependencyProperty)","System.Windows.Media.Animation.Storyboard.GetComplexPathClone(class System.Windows.DependencyObject,class System.Windows.DependencyProperty)",2,2,"0,21","0,21",
"Caller","System.Windows.Media.Animation.Storyboard.GetComplexPathClone(class System.Windows.DependencyObject,class System.Windows.DependencyProperty)","System.Windows.Media.Animation.Storyboard.GetComplexPathValue(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,valuetype System.Windows.EffectiveValueEntry&,class System.Windows.PropertyMetadata)",2,2,"0,21","0,21",
"Root","System.Windows.Media.Animation.Storyboard.GetComplexPathValue(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,valuetype System.Windows.EffectiveValueEntry&,class System.Windows.PropertyMetadata)","System.Windows.Media.Animation.Storyboard.GetComplexPathValue(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,valuetype System.Windows.EffectiveValueEntry&,class System.Windows.PropertyMetadata)",2,0,"0,21","0,00",
"Caller","System.Windows.Media.Animation.Storyboard.GetComplexPathValue(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,valuetype System.Windows.EffectiveValueEntry&,class System.Windows.PropertyMetadata)","System.Windows.FrameworkElement.EvaluateBaseValueCore(class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry&)",2,0,"0,21","0,00",
"Callee","System.Windows.Media.Animation.Storyboard.GetComplexPathValue(class System.Windows.DependencyObject,class System.Windows.DependencyProperty,valuetype System.Windows.EffectiveValueEntry&,class System.Windows.PropertyMetadata)","System.Windows.Media.Animation.Storyboard.GetComplexPathClone(class System.Windows.DependencyObject,class System.Windows.DependencyProperty)",2,2,"0,21","0,21",
"Root","System.Windows.Media.Animation.Storyboard.SetTargetProperty(class System.Windows.DependencyObject,class System.Windows.PropertyPath)","System.Windows.Media.Animation.Storyboard.SetTargetProperty(class System.Windows.DependencyObject,class System.Windows.PropertyPath)",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.Storyboard.SetTargetProperty(class System.Windows.DependencyObject,class System.Windows.PropertyPath)","System.Windows.VisualStateManager.CopyStoryboardTargetProperties(class System.Windows.FrameworkElement,class System.Windows.Media.Animation.Timeline,class System.Windows.Media.Animation.Timeline)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.Storyboard.SetTargetProperty(class System.Windows.DependencyObject,class System.Windows.PropertyPath)","System.Windows.DependencyObject.SetValue(class System.Windows.DependencyProperty,object)",1,0,"0,11","0,00",
"Root","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsHelper(valuetype System.Windows.Media.Animation.TimeIntervalCollection)","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsHelper(valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,1,"0,11","0,11",
"Caller","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsHelper(valuetype System.Windows.Media.Animation.TimeIntervalCollection)","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsInverseOf(valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,1,"0,11","0,11",
"Root","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsInverseOf(valuetype System.Windows.Media.Animation.TimeIntervalCollection)","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsInverseOf(valuetype System.Windows.Media.Animation.TimeIntervalCollection)",2,1,"0,21","0,11",
"Caller","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsInverseOf(valuetype System.Windows.Media.Animation.TimeIntervalCollection)","System.Windows.Media.Animation.Clock.ComputeIntervalsWithParentIntersection(valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration)",2,1,"0,21","0,11",
"Callee","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsInverseOf(valuetype System.Windows.Media.Animation.TimeIntervalCollection)","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsHelper(valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,1,"0,11","0,11",
"Root","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsMultiplePeriods(valuetype System.TimeSpan,valuetype System.Windows.Duration,float64)","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsMultiplePeriods(valuetype System.TimeSpan,valuetype System.Windows.Duration,float64)",1,1,"0,11","0,11",
"Caller","System.Windows.Media.Animation.TimeIntervalCollection.IntersectsMultiplePeriods(valuetype System.TimeSpan,valuetype System.Windows.Duration,float64)","System.Windows.Media.Animation.Clock.ComputeIntervalsWithParentIntersection(valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration)",1,1,"0,11","0,11",
"Root","System.Windows.Media.Animation.TimeIntervalCollection.ProjectionNormalize(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,bool,float64)","System.Windows.Media.Animation.TimeIntervalCollection.ProjectionNormalize(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,bool,float64)",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.TimeIntervalCollection.ProjectionNormalize(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,bool,float64)","System.Windows.Media.Animation.TimeIntervalCollection.ProjectOntoPeriodicFunction(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration,valuetype System.Windows.Duration,float64,float64,float64,bool)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.TimeIntervalCollection.ProjectionNormalize(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,bool,float64)","[Unknown]",1,1,"0,11","0,11",
"Root","System.Windows.Media.Animation.TimeIntervalCollection.ProjectOntoPeriodicFunction(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration,valuetype System.Windows.Duration,float64,float64,float64,bool)","System.Windows.Media.Animation.TimeIntervalCollection.ProjectOntoPeriodicFunction(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration,valuetype System.Windows.Duration,float64,float64,float64,bool)",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.TimeIntervalCollection.ProjectOntoPeriodicFunction(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration,valuetype System.Windows.Duration,float64,float64,float64,bool)","System.Windows.Media.Animation.ClockGroup.ComputeCurrentIntervals(valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration,valuetype System.Windows.Duration,float64,float64,float64,bool)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.TimeIntervalCollection.ProjectOntoPeriodicFunction(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration,valuetype System.Windows.Duration,float64,float64,float64,bool)","System.Windows.Media.Animation.TimeIntervalCollection.ProjectionNormalize(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,bool,float64)",1,0,"0,11","0,00",
"Root","System.Windows.Media.Animation.Timeline.get_AccelerationRatio()","System.Windows.Media.Animation.Timeline.get_AccelerationRatio()",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.Timeline.get_AccelerationRatio()","System.Windows.Media.Animation.Clock.ComputeIntervalsWithParentIntersection(valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.Timeline.get_AccelerationRatio()","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",1,0,"0,11","0,00",
"Root","System.Windows.Media.Animation.Timeline.get_AutoReverse()","System.Windows.Media.Animation.Timeline.get_AutoReverse()",2,0,"0,21","0,00",
"Caller","System.Windows.Media.Animation.Timeline.get_AutoReverse()","System.Windows.Media.Animation.Clock.ComputeIntervalsWithParentIntersection(valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration)",2,0,"0,21","0,00",
"Callee","System.Windows.Media.Animation.Timeline.get_AutoReverse()","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",2,0,"0,21","0,00",
"Root","System.Windows.Media.Animation.Timeline.get_DecelerationRatio()","System.Windows.Media.Animation.Timeline.get_DecelerationRatio()",2,0,"0,21","0,00",
"Caller","System.Windows.Media.Animation.Timeline.get_DecelerationRatio()","System.Windows.Media.Animation.Clock.ComputeIntervalsWithParentIntersection(valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration)",2,0,"0,21","0,00",
"Callee","System.Windows.Media.Animation.Timeline.get_DecelerationRatio()","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",2,1,"0,21","0,11",
"Root","System.Windows.Media.Animation.Timeline.get_FillBehavior()","System.Windows.Media.Animation.Timeline.get_FillBehavior()",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.Timeline.get_FillBehavior()","System.Windows.Media.Animation.Clock.ComputeCurrentState(valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.TimeSpan&,float64,bool)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.Timeline.get_FillBehavior()","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",1,0,"0,11","0,00",
"Root","System.Windows.Media.Animation.Timeline.get_RepeatBehavior()","System.Windows.Media.Animation.Timeline.get_RepeatBehavior()",2,0,"0,21","0,00",
"Caller","System.Windows.Media.Animation.Timeline.get_RepeatBehavior()","System.Windows.Media.Animation.Clock.ComputeCurrentIteration(valuetype System.TimeSpan,float64,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.TimeSpan&)",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.Timeline.get_RepeatBehavior()","System.Windows.Media.Animation.Clock.ComputeEffectiveDuration()",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.Timeline.get_RepeatBehavior()","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",2,0,"0,21","0,00",
"Root","System.Windows.Media.Animation.TimeManager.GetCurrentGlobalTime()","System.Windows.Media.Animation.TimeManager.GetCurrentGlobalTime()",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Animation.TimeManager.GetCurrentGlobalTime()","System.Windows.Media.Animation.TimeManager.Tick()",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.TimeManager.GetCurrentGlobalTime()","System.Windows.Media.MediaContext.System.Windows.Media.Animation.IClock.get_CurrentTime()",1,0,"0,11","0,00",
"Root","System.Windows.Media.Animation.TimeManager.RaiseEnqueuedEvents()","System.Windows.Media.Animation.TimeManager.RaiseEnqueuedEvents()",23,0,"2,42","0,00",
"Caller","System.Windows.Media.Animation.TimeManager.RaiseEnqueuedEvents()","System.Windows.Media.Animation.TimeManager.Tick()",23,0,"2,42","0,00",
"Callee","System.Windows.Media.Animation.TimeManager.RaiseEnqueuedEvents()","System.Windows.Media.Animation.Clock.RaiseAccumulatedEvents()",23,0,"2,42","0,00",
"Root","System.Windows.Media.Animation.TimeManager.Tick()","System.Windows.Media.Animation.TimeManager.Tick()",46,0,"4,84","0,00",
"Caller","System.Windows.Media.Animation.TimeManager.Tick()","System.Windows.Media.MediaContext.RenderMessageHandlerCore(object)",46,0,"4,84","0,00",
"Callee","System.Windows.Media.Animation.TimeManager.Tick()","System.TimeSpan.op_Addition(valuetype System.TimeSpan,valuetype System.TimeSpan)",1,1,"0,11","0,11",
"Callee","System.Windows.Media.Animation.TimeManager.Tick()","System.Windows.Media.Animation.ClockGroup.ComputeTreeState()",21,0,"2,21","0,00",
"Callee","System.Windows.Media.Animation.TimeManager.Tick()","System.Windows.Media.Animation.TimeManager.GetCurrentGlobalTime()",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Animation.TimeManager.Tick()","System.Windows.Media.Animation.TimeManager.RaiseEnqueuedEvents()",23,0,"2,42","0,00",
"Root","System.Windows.Media.BoundsDrawingContextWalker.DrawRoundedRectangle(class System.Windows.Media.Brush,class System.Windows.Media.Pen,valuetype System.Windows.Rect,float64,float64)","System.Windows.Media.BoundsDrawingContextWalker.DrawRoundedRectangle(class System.Windows.Media.Brush,class System.Windows.Media.Pen,valuetype System.Windows.Rect,float64,float64)",1,1,"0,11","0,11",
"Caller","System.Windows.Media.BoundsDrawingContextWalker.DrawRoundedRectangle(class System.Windows.Media.Brush,class System.Windows.Media.Pen,valuetype System.Windows.Rect,float64,float64)","System.Windows.Media.RenderData.DrawingContextWalk(class System.Windows.Media.DrawingContextWalker)",1,1,"0,11","0,11",
"Root","System.Windows.Media.Composition.DUCE.Channel.Commit()","System.Windows.Media.Composition.DUCE.Channel.Commit()",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Composition.DUCE.Channel.Commit()","System.Windows.Media.MediaContext.CommitChannel()",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Composition.DUCE.Channel.Commit()","[Unknown]",1,0,"0,11","0,00",
"Root","System.Windows.Media.Composition.DUCE.Channel.PeekNextMessage(valuetype System.Windows.Media.Composition.DUCE/MilMessage/Message&)","System.Windows.Media.Composition.DUCE.Channel.PeekNextMessage(valuetype System.Windows.Media.Composition.DUCE/MilMessage/Message&)",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Composition.DUCE.Channel.PeekNextMessage(valuetype System.Windows.Media.Composition.DUCE/MilMessage/Message&)","System.Windows.Media.MediaContext.NotifyChannelMessage()",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Composition.DUCE.Channel.PeekNextMessage(valuetype System.Windows.Media.Composition.DUCE/MilMessage/Message&)","[PresentationCore.dll]",1,1,"0,11","0,11",
"Root","System.Windows.Media.Composition.DUCE.Channel.SendCommand(uint8*,int32,bool)","System.Windows.Media.Composition.DUCE.Channel.SendCommand(uint8*,int32,bool)",2,0,"0,21","0,00",
"Caller","System.Windows.Media.Composition.DUCE.Channel.SendCommand(uint8*,int32,bool)","System.Windows.Media.Composition.DUCE.CompositionTarget.UpdateWindowSettings(valuetype System.Windows.Media.Composition.DUCE/ResourceHandle,valuetype MS.Win32.NativeMethods/RECT,valuetype System.Windows.Media.Color,float32,valuetype System.Windows.Media.Composition.MILWindowLayerType,valuetype System.Windows.Media.Composition.MILTransparencyFlags,bool,bool,bool,int32,class System.Windows.Media.Composition.DUCE/Channel)",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Composition.DUCE.Channel.SendCommand(uint8*,int32,bool)","System.Windows.Media.MediaContext.RequestPresentedNotification(class System.Windows.Media.Composition.DUCE/Channel,int64)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Composition.DUCE.Channel.SendCommand(uint8*,int32,bool)","[PresentationCore.dll]",2,1,"0,21","0,11",
"Root","System.Windows.Media.Composition.DUCE.CompositionTarget.UpdateWindowSettings(valuetype System.Windows.Media.Composition.DUCE/ResourceHandle,valuetype MS.Win32.NativeMethods/RECT,valuetype System.Windows.Media.Color,float32,valuetype System.Windows.Media.Composition.MILWindowLayerType,valuetype System.Windows.Media.Composition.MILTransparencyFlags,bool,bool,bool,int32,class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.Composition.DUCE.CompositionTarget.UpdateWindowSettings(valuetype System.Windows.Media.Composition.DUCE/ResourceHandle,valuetype MS.Win32.NativeMethods/RECT,valuetype System.Windows.Media.Color,float32,valuetype System.Windows.Media.Composition.MILWindowLayerType,valuetype System.Windows.Media.Composition.MILTransparencyFlags,bool,bool,bool,int32,class System.Windows.Media.Composition.DUCE/Channel)",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Composition.DUCE.CompositionTarget.UpdateWindowSettings(valuetype System.Windows.Media.Composition.DUCE/ResourceHandle,valuetype MS.Win32.NativeMethods/RECT,valuetype System.Windows.Media.Color,float32,valuetype System.Windows.Media.Composition.MILWindowLayerType,valuetype System.Windows.Media.Composition.MILTransparencyFlags,bool,bool,bool,int32,class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Interop.HwndTarget.UpdateWindowSettings(bool,valuetype System.Nullable`1<valuetype System.Windows.Media.Composition.DUCE/ChannelSet>)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Composition.DUCE.CompositionTarget.UpdateWindowSettings(valuetype System.Windows.Media.Composition.DUCE/ResourceHandle,valuetype MS.Win32.NativeMethods/RECT,valuetype System.Windows.Media.Color,float32,valuetype System.Windows.Media.Composition.MILWindowLayerType,valuetype System.Windows.Media.Composition.MILTransparencyFlags,bool,bool,bool,int32,class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.Composition.DUCE.Channel.SendCommand(uint8*,int32,bool)",1,0,"0,11","0,00",
"Root","System.Windows.Media.Composition.VisualProxy.SetFlags(int32,bool,valuetype System.Windows.Media.VisualProxyFlags)","System.Windows.Media.Composition.VisualProxy.SetFlags(int32,bool,valuetype System.Windows.Media.VisualProxyFlags)",1,1,"0,11","0,11",
"Caller","System.Windows.Media.Composition.VisualProxy.SetFlags(int32,bool,valuetype System.Windows.Media.VisualProxyFlags)","System.Windows.Media.Visual.RenderRecursive(class System.Windows.Media.RenderContext)",1,1,"0,11","0,11",
"Root","System.Windows.Media.CompositionTarget.Compile(class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.CompositionTarget.Compile(class System.Windows.Media.Composition.DUCE/Channel)",3,0,"0,32","0,00",
"Caller","System.Windows.Media.CompositionTarget.Compile(class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.CompositionTarget.System.Windows.Media.ICompositionTarget.Render(bool,class System.Windows.Media.Composition.DUCE/Channel)",3,0,"0,32","0,00",
"Callee","System.Windows.Media.CompositionTarget.Compile(class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.Visual.Render(class System.Windows.Media.RenderContext,uint32)",3,0,"0,32","0,00",
"Root","System.Windows.Media.CompositionTarget.System.Windows.Media.ICompositionTarget.Render(bool,class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.CompositionTarget.System.Windows.Media.ICompositionTarget.Render(bool,class System.Windows.Media.Composition.DUCE/Channel)",16,0,"1,68","0,00",
"Caller","System.Windows.Media.CompositionTarget.System.Windows.Media.ICompositionTarget.Render(bool,class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.MediaContext.Render(class System.Windows.Media.ICompositionTarget)",16,0,"1,68","0,00",
"Callee","System.Windows.Media.CompositionTarget.System.Windows.Media.ICompositionTarget.Render(bool,class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.CompositionTarget.Compile(class System.Windows.Media.Composition.DUCE/Channel)",3,0,"0,32","0,00",
"Callee","System.Windows.Media.CompositionTarget.System.Windows.Media.ICompositionTarget.Render(bool,class System.Windows.Media.Composition.DUCE/Channel)","System.Windows.Media.Visual.Precompute()",13,0,"1,37","0,00",
"Root","System.Windows.Media.Geometry.ContainsInternal(class System.Windows.Media.Pen,valuetype System.Windows.Point,float64,valuetype System.Windows.Media.ToleranceType,valuetype System.Windows.Point*,uint32,uint8*,uint32)","System.Windows.Media.Geometry.ContainsInternal(class System.Windows.Media.Pen,valuetype System.Windows.Point,float64,valuetype System.Windows.Media.ToleranceType,valuetype System.Windows.Point*,uint32,uint8*,uint32)",3,0,"0,32","0,00",
"Caller","System.Windows.Media.Geometry.ContainsInternal(class System.Windows.Media.Pen,valuetype System.Windows.Point,float64,valuetype System.Windows.Media.ToleranceType,valuetype System.Windows.Point*,uint32,uint8*,uint32)","System.Windows.Media.RectangleGeometry.ContainsInternal(class System.Windows.Media.Pen,valuetype System.Windows.Point,float64,valuetype System.Windows.Media.ToleranceType)",3,0,"0,32","0,00",
"Callee","System.Windows.Media.Geometry.ContainsInternal(class System.Windows.Media.Pen,valuetype System.Windows.Point,float64,valuetype System.Windows.Media.ToleranceType,valuetype System.Windows.Point*,uint32,uint8*,uint32)","[PresentationCore.dll]",2,0,"0,21","0,00",
"Callee","System.Windows.Media.Geometry.ContainsInternal(class System.Windows.Media.Pen,valuetype System.Windows.Point,float64,valuetype System.Windows.Media.ToleranceType,valuetype System.Windows.Point*,uint32,uint8*,uint32)","System.Windows.Media.Geometry.get_Transform()",1,0,"0,11","0,00",
"Root","System.Windows.Media.Geometry.get_Transform()","System.Windows.Media.Geometry.get_Transform()",1,0,"0,11","0,00",
"Caller","System.Windows.Media.Geometry.get_Transform()","System.Windows.Media.Geometry.ContainsInternal(class System.Windows.Media.Pen,valuetype System.Windows.Point,float64,valuetype System.Windows.Media.ToleranceType,valuetype System.Windows.Point*,uint32,uint8*,uint32)",1,0,"0,11","0,00",
"Callee","System.Windows.Media.Geometry.get_Transform()","System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",1,0,"0,11","0,00",
"Root","System.Windows.Media.GlyphRun.ComputeInkBoundingBox()","System.Windows.Media.GlyphRun.ComputeInkBoundingBox()",5,0,"0,53","0,00",
"Caller","System.Windows.Media.GlyphRun.ComputeInkBoundingBox()","MS.Internal.TextFormatting.LSRun.DrawGlyphRun(class System.Windows.Media.DrawingContext,class System.Windows.Media.Brush,class System.Windows.Media.GlyphRun)",3,0,"0,32","0,00",
"Caller","System.Windows.Media.GlyphRun.ComputeInkBoundingBox()","MS.Internal.TextFormatting.SimpleRun.Draw(class System.Windows.Media.DrawingContext,float64,float64,bool)",2,0,"0,21","0,00",
"Callee","System.Windows.Media.GlyphRun.ComputeInkBoundingBox()","System.Windows.Media.GlyphRun.ComputeInkBoundingBoxLtoR(valuetype MS.Internal.Text.TextInterface.GlyphMetrics[])",4,1,"0,42","0,11",
"Callee","System.Windows.Media.GlyphRun.ComputeInkBoundingBox()","System.Windows.Media.GlyphTypeface.GetGlyphMetrics(uint16[],int32,float64,valuetype System.Windows.Media.TextFormattingMode,bool,valuetype MS.Internal.Text.TextInterface.GlyphMetrics[])",1,0,"0,11","0,00",
"Root","System.Windows.Media.GlyphRun.ComputeInkBoundingBoxLtoR(valuetype MS.Internal.Text.TextInterface.GlyphMetrics[])","System.Windows.Media.GlyphRun.ComputeInkBoundingBoxLtoR(valuetype MS.Internal.Text.TextInterface.GlyphMetrics[])",4,1,"0,42","0,11",
"Caller","System.Windows.Media.GlyphRun.ComputeInkBoundingBoxLtoR(valuetype MS.Internal.Text.TextInterface.GlyphMetrics[])","System.Windows.Media.GlyphRun.ComputeInkBoundingBox()",4,1,"0,42","0,11",
"Callee","System.Windows.Media.GlyphRun.ComputeInkBoundingBoxLtoR(valuetype MS.Internal.Text.TextInterface.GlyphMetrics[])","System.Windows.Media.GlyphRun.EmGlyphMetrics..ctor(valuetype MS.Internal.Text.TextInterface.GlyphMetrics,float64,valuetype System.Windows.Media.TextFormattingMode)",3,0,"0,32","0,00",
"Root","System.Windows.Media.GlyphRun.EmGlyphMetrics..ctor(valuetype MS.Internal.Text.TextInterface.GlyphMetrics,float64,valuetype System.Windows.Media.TextFormattingMode)","System.Windows.Media.GlyphRun.EmGlyphMetrics..ctor(valuetype MS.Internal.Text.TextInterface.GlyphMetrics,float64,valuetype System.Windows.Media.TextFormattingMode)",3,0,"0,32","0,00",
"Caller","System.Windows.Media.GlyphRun.EmGlyphMetrics..ctor(valuetype MS.Internal.Text.TextInterface.GlyphMetrics,float64,valuetype System.Windows.Media.TextFormattingMode)","System.Windows.Media.GlyphRun.ComputeInkBoundingBoxLtoR(valuetype MS.Internal.Text.TextInterface.GlyphMetrics[])",3,0,"0,32","0,00",
"Callee","System.Windows.Media.GlyphRun.EmGlyphMetrics..ctor(valuetype MS.Internal.Text.TextInterface.GlyphMetrics,float64,valuetype System.Windows.Media.TextFormattingMode)","MS.Internal.TextFormatting.TextFormatterImp.RoundDipForDisplayMode(float64,valuetype System.MidpointRounding)",3,1,"0,32","0,11",
"Root","System.Windows.Media.GlyphTypeface.GetAdvanceWidthsUnshaped(char*,int32,float64,float64,int32*,bool,valuetype System.Windows.Media.TextFormattingMode,bool)","System.Windows.Media.GlyphTypeface.GetAdvanceWidthsUnshaped(char*,int32,float64,float64,int32*,bool,valuetype System.Windows.Media.TextFormattingMode,bool)",2,0,"0,21","0,00",
"Caller","System.Windows.Media.GlyphTypeface.GetAdvanceWidthsUnshaped(char*,int32,float64,float64,int32*,bool,valuetype System.Windows.Media.TextFormattingMode,bool)","System.Windows.Media.TextFormatting.TextShapeableCharacters.GetAdvanceWidthsUnshaped(char*,int32,float64,int32*)",2,0,"0,21","0,00",
