Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
76,"[comctl32.dll]",11,0,"1,16","0,00","comctl32.dll",
77,"[comctl32.dll]",11,0,"1,16","0,00","comctl32.dll",
78,"[comctl32.dll]",10,0,"1,05","0,00","comctl32.dll",
79,"[explorerframe.dll]",10,0,"1,05","0,00","explorerframe.dll",
80,"[explorerframe.dll]",10,0,"1,05","0,00","explorerframe.dll",
81,"[comctl32.dll]",10,0,"1,05","0,00","comctl32.dll",
82,"[comctl32.dll]",10,0,"1,05","0,00","comctl32.dll",
83,"[explorerframe.dll]",10,0,"1,05","0,00","explorerframe.dll",
84,"[explorerframe.dll]",10,0,"1,05","0,00","explorerframe.dll",
85,"[comctl32.dll]",10,0,"1,05","0,00","comctl32.dll",
86,"[comctl32.dll]",10,0,"1,05","0,00","comctl32.dll",
87,"[comctl32.dll]",10,0,"1,05","0,00","comctl32.dll",
88,"[USER32.dll]",10,0,"1,05","0,00","USER32.dll",
89,"[USER32.dll]",10,0,"1,05","0,00","USER32.dll",
90,"[USER32.dll]",10,0,"1,05","0,00","USER32.dll",
91,"[USER32.dll]",10,0,"1,05","0,00","USER32.dll",
92,"[DUser.dll]",10,0,"1,05","0,00","DUser.dll",
93,"[DUser.dll]",5,0,"0,53","0,00","DUser.dll",
94,"[DUser.dll]",5,0,"0,53","0,00","DUser.dll",
95,"[DUser.dll]",5,0,"0,53","0,00","DUser.dll",
96,"[DUser.dll]",5,0,"0,53","0,00","DUser.dll",
97,"[DUser.dll]",5,0,"0,53","0,00","DUser.dll",
98,"[DUser.dll]",5,1,"0,53","0,11","DUser.dll",
99,"[DUser.dll]",4,0,"0,42","0,00","DUser.dll",
100,"[DUser.dll]",4,0,"0,42","0,00","DUser.dll",
101,"[DUser.dll]",4,0,"0,42","0,00","DUser.dll",
102,"[DUser.dll]",4,0,"0,42","0,00","DUser.dll",
103,"[DUI70.dll]",4,0,"0,42","0,00","DUI70.dll",
104,"[DUI70.dll]",3,0,"0,32","0,00","DUI70.dll",
105,"[DUI70.dll]",3,0,"0,32","0,00","DUI70.dll",
106,"[DUI70.dll]",3,1,"0,32","0,11","DUI70.dll",
107,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
108,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
109,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
110,"[explorerframe.dll]",1,1,"0,11","0,11","explorerframe.dll",
107,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
108,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
109,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
110,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
111,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
112,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
113,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
114,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
115,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
116,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
117,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
118,"[explorerframe.dll]",1,1,"0,11","0,11","explorerframe.dll",
104,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
105,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
106,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
107,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
108,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
109,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
110,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
111,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
112,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
113,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
114,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
115,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
116,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
117,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
118,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
119,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
120,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
121,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
122,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
123,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
124,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
125,"[ntdll.dll]",1,1,"0,11","0,11","ntdll.dll",
93,"[USER32.dll]",5,0,"0,53","0,00","USER32.dll",
94,"[USER32.dll]",5,0,"0,53","0,00","USER32.dll",
95,"[USER32.dll]",5,0,"0,53","0,00","USER32.dll",
96,"[USER32.dll]",5,0,"0,53","0,00","USER32.dll",
97,"[explorerframe.dll]",5,0,"0,53","0,00","explorerframe.dll",
98,"[explorerframe.dll]",5,1,"0,53","0,11","explorerframe.dll",
99,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
100,"[DUI70.dll]",4,0,"0,42","0,00","DUI70.dll",
101,"[DUI70.dll]",4,0,"0,42","0,00","DUI70.dll",
102,"[DUI70.dll]",4,0,"0,42","0,00","DUI70.dll",
103,"[DUI70.dll]",4,0,"0,42","0,00","DUI70.dll",
104,"[DUI70.dll]",4,0,"0,42","0,00","DUI70.dll",
105,"[DUI70.dll]",4,0,"0,42","0,00","DUI70.dll",
106,"[DUI70.dll]",4,0,"0,42","0,00","DUI70.dll",
107,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
108,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
109,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
110,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
111,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
112,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
113,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
114,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
115,"[explorerframe.dll]",4,0,"0,42","0,00","explorerframe.dll",
116,"[explorerframe.dll]",3,0,"0,32","0,00","explorerframe.dll",
117,"[explorerframe.dll]",3,0,"0,32","0,00","explorerframe.dll",
118,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
119,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
120,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
121,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
122,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
123,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
124,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
125,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
126,"[DUI70.dll]",2,1,"0,21","0,11","DUI70.dll",
127,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
128,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
129,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
130,"[USER32.dll]",1,1,"0,11","0,11","USER32.dll",
118,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
119,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
120,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
121,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
122,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
123,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
124,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
125,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
126,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
127,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
128,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
129,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
130,"[DUI70.dll]",1,1,"0,11","0,11","DUI70.dll",
116,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
117,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
118,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
119,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
120,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
121,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
122,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
123,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
124,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
125,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
126,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
127,"[DUI70.dll]",1,1,"0,11","0,11","DUI70.dll",
78,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
79,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
80,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
81,"[USER32.dll]",1,1,"0,11","0,11","USER32.dll",
74,"[DUser.dll]",1,0,"0,11","0,00","DUser.dll",
75,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
76,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
77,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
78,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
79,"[KERNEL32.dll]",1,1,"0,11","0,11","KERNEL32.dll",
70,"[KERNELBASE.dll]",1,0,"0,11","0,00","KERNELBASE.dll",
71,"[KERNELBASE.dll]",1,1,"0,11","0,11","KERNELBASE.dll",
60,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
61,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
62,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
63,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
64,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
65,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
66,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
67,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
68,"[Unknown]",3,0,"0,32","0,00","[Unknown]",
69,"[Unknown]",3,0,"0,32","0,00","[Unknown]",
70,"[Unknown]",3,0,"0,32","0,00","[Unknown]",
71,"[Unknown]",3,0,"0,32","0,00","[Unknown]",
72,"[Unknown]",3,0,"0,32","0,00","[Unknown]",
73,"[Unknown]",3,0,"0,32","0,00","[Unknown]",
74,"[Unknown]",3,0,"0,32","0,00","[Unknown]",
75,"[Unknown]",3,0,"0,32","0,00","[Unknown]",
76,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
77,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
78,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
79,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
80,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
81,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
82,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
83,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
84,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
85,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
86,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
87,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
88,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
89,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
90,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
91,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
92,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
93,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
94,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
95,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
96,"[clr.dll]",3,0,"0,32","0,00","clr.dll",
97,"[clr.dll]",3,1,"0,32","0,11","clr.dll",
98,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
99,"[MSVCR110_CLR0400.dll]",1,0,"0,11","0,00","MSVCR110_CLR0400.dll",
100,"[MSVCR110_CLR0400.dll]",1,0,"0,11","0,00","MSVCR110_CLR0400.dll",
101,"[MSVCR110_CLR0400.dll]",1,1,"0,11","0,11","MSVCR110_CLR0400.dll",
99,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
60,"System.Windows.Controls.ItemsControl.set_ItemsSource(class System.Collections.IEnumerable)",1,0,"0,11","0,00","PresentationFramework.dll",
61,"System.Windows.DependencyObject.SetValue(class System.Windows.DependencyProperty,object)",1,0,"0,11","0,00","WindowsBase.dll",
62,"System.Windows.DependencyObject.SetValueCommon(class System.Windows.DependencyProperty,object,class System.Windows.PropertyMetadata,bool,bool,valuetype System.Windows.OperationType,bool)",1,0,"0,11","0,00","WindowsBase.dll",
63,"System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",1,0,"0,11","0,00","WindowsBase.dll",
64,"System.Windows.DependencyObject.NotifyPropertyChange(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","WindowsBase.dll",
65,"System.Windows.FrameworkElement.OnPropertyChanged(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
66,"System.Windows.DependencyObject.OnPropertyChanged(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","WindowsBase.dll",
67,"System.Windows.Controls.ItemsControl.OnItemsSourceChanged(class System.Windows.DependencyObject,valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
68,"System.Windows.Controls.ItemCollection.SetItemsSource(class System.Collections.IEnumerable,class System.Func`2<object,object>)",1,0,"0,11","0,00","PresentationFramework.dll",
69,"System.Windows.Controls.ItemCollection.SetCollectionView(class System.Windows.Data.CollectionView)",1,0,"0,11","0,00","PresentationFramework.dll",
70,"System.Windows.Data.CollectionView.DeferHelper.Dispose()",1,0,"0,11","0,00","PresentationFramework.dll",
71,"System.Windows.Data.CollectionView.EndDefer()",1,0,"0,11","0,00","PresentationFramework.dll",
72,"System.Windows.Data.CollectionView.Refresh()",1,0,"0,11","0,00","PresentationFramework.dll",
73,"System.Windows.Data.CollectionView.RefreshInternal()",1,0,"0,11","0,00","PresentationFramework.dll",
74,"System.Windows.Data.ListCollectionView.RefreshOverride()",1,0,"0,11","0,00","PresentationFramework.dll",
75,"System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
76,"MS.Internal.Data.EnumerableCollectionView._OnViewChanged(object,class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
77,"System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
78,"System.Collections.Specialized.CollectionChangedEventManager.OnCollectionChanged(object,class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","WindowsBase.dll",
79,"System.Windows.WeakEventManager.DeliverEvent(object,class System.EventArgs)",1,0,"0,11","0,00","WindowsBase.dll",
80,"System.Windows.WeakEventManager.ListenerList`1.DeliverEvent(object,class System.EventArgs,class System.Type)",1,0,"0,11","0,00","WindowsBase.dll",
81,"System.Windows.Controls.ItemCollection.OnViewCollectionChanged(object,class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
82,"System.Windows.Data.CollectionView.OnCollectionChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
83,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
84,"System.Windows.Controls.ItemsControl.OnItemCollectionChanged2(object,class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
85,"System.Windows.Controls.ListView.OnItemsChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
86,"System.Windows.Controls.Primitives.Selector.OnItemsChanged(class System.Collections.Specialized.NotifyCollectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
87,"System.Windows.Controls.Primitives.Selector.SetSelectedToCurrent()",1,0,"0,11","0,00","PresentationFramework.dll",
88,"System.Windows.Controls.Primitives.Selector.SelectionChanger.SelectJustThisItem(class System.Windows.Controls.ItemsControl/ItemInfo,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
89,"System.Windows.Controls.Primitives.Selector.SelectionChanger.End()",1,0,"0,11","0,00","PresentationFramework.dll",
90,"System.Windows.Controls.Primitives.Selector.InvokeSelectionChanged(class System.Collections.Generic.List`1<class System.Windows.Controls.ItemsControl/ItemInfo>,class System.Collections.Generic.List`1<class System.Windows.Controls.ItemsControl/ItemInfo>)",1,0,"0,11","0,00","PresentationFramework.dll",
91,"System.Windows.Controls.ListBox.OnSelectionChanged(class System.Windows.Controls.SelectionChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
92,"System.Windows.UIElement.RaiseEvent(class System.Windows.RoutedEventArgs)",1,0,"0,11","0,00","PresentationCore.dll",
93,"System.Windows.UIElement.RaiseEventImpl(class System.Windows.DependencyObject,class System.Windows.RoutedEventArgs)",1,0,"0,11","0,00","PresentationCore.dll",
94,"System.Windows.EventRoute.InvokeHandlersImpl(object,class System.Windows.RoutedEventArgs,bool)",1,0,"0,11","0,00","PresentationCore.dll",
95,"System.Windows.RoutedEventHandlerInfo.InvokeHandler(object,class System.Windows.RoutedEventArgs)",1,0,"0,11","0,00","PresentationCore.dll",
96,"System.Windows.RoutedEventArgs.InvokeHandler(class System.Delegate,object)",1,0,"0,11","0,00","PresentationCore.dll",
97,"System.Windows.Controls.SelectionChangedEventArgs.InvokeEventHandler(class System.Delegate,object)",1,0,"0,11","0,00","PresentationFramework.dll",
98,"Mufasa.Pages.Design.fragmentListBox_SelectionChanged(object,class System.Windows.Controls.SelectionChangedEventArgs)",1,0,"0,11","0,00","Mufasa.exe",
99,"System.Windows.Controls.TextBox.set_Text(string)",1,0,"0,11","0,00","PresentationFramework.dll",
100,"System.Windows.DependencyObject.SetValue(class System.Windows.DependencyProperty,object)",1,0,"0,11","0,00","WindowsBase.dll",
101,"System.Windows.DependencyObject.SetValueCommon(class System.Windows.DependencyProperty,object,class System.Windows.PropertyMetadata,bool,bool,valuetype System.Windows.OperationType,bool)",1,0,"0,11","0,00","WindowsBase.dll",
102,"System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",1,0,"0,11","0,00","WindowsBase.dll",
103,"System.Windows.DependencyObject.NotifyPropertyChange(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","WindowsBase.dll",
104,"System.Windows.Controls.TextBox.OnPropertyChanged(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
105,"System.Windows.FrameworkElement.OnPropertyChanged(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
106,"System.Windows.DependencyObject.OnPropertyChanged(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","WindowsBase.dll",
107,"System.Windows.Controls.TextBox.OnTextPropertyChanged(class System.Windows.DependencyObject,valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,0,"0,11","0,00","PresentationFramework.dll",
108,"System.Windows.Controls.TextBox.OnTextPropertyChanged(string,string)",1,0,"0,11","0,00","PresentationFramework.dll",
109,"System.Windows.Documents.TextRange.ChangeBlock.System.IDisposable.Dispose()",1,0,"0,11","0,00","PresentationFramework.dll",
110,"System.Windows.Documents.TextRange.System.Windows.Documents.ITextRange.EndChange(bool,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
111,"System.Windows.Documents.TextRangeBase.EndChange(class System.Windows.Documents.ITextRange,bool,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
112,"System.Windows.Documents.TextSelection.System.Windows.Documents.ITextRange.NotifyChanged(bool,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
113,"System.Windows.Documents.TextStore.OnSelectionChanged()",1,0,"0,11","0,00","PresentationFramework.dll",
114,"[MSCTF.dll]",1,0,"0,11","0,00","MSCTF.dll",
115,"[MSCTF.dll]",1,0,"0,11","0,00","MSCTF.dll",
116,"[MSCTF.dll]",1,0,"0,11","0,00","MSCTF.dll",
117,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
118,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
119,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
120,"System.Windows.Documents.TextStore.RequestLock(valuetype MS.Win32.UnsafeNativeMethods/LockFlags,int32&)",1,0,"0,11","0,00","PresentationFramework.dll",
121,"System.Windows.Documents.TextStore.GrantLockWorker(valuetype MS.Win32.UnsafeNativeMethods/LockFlags)",1,0,"0,11","0,00","PresentationFramework.dll",
122,"System.Windows.Documents.TextStore.GrantLock()",1,0,"0,11","0,00","PresentationFramework.dll",
123,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
124,"[MSCTF.dll]",1,0,"0,11","0,00","MSCTF.dll",
125,"[MSCTF.dll]",1,0,"0,11","0,00","MSCTF.dll",
126,"[MSCTF.dll]",1,0,"0,11","0,00","MSCTF.dll",
127,"[MSCTF.dll]",1,0,"0,11","0,00","MSCTF.dll",
128,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
129,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
130,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
131,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
132,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
133,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
134,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
135,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
136,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
137,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
138,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
139,"[MSVCR110_CLR0400.dll]",1,1,"0,11","0,11","MSVCR110_CLR0400.dll",
59,"Mufasa.Pages.Design.saveButton_Click(object,class System.Windows.RoutedEventArgs)",22,0,"2,32","0,00","Mufasa.exe",
60,"Microsoft.Win32.CommonDialog.ShowDialog()",20,0,"2,11","0,00","PresentationFramework.dll",
61,"Microsoft.Win32.FileDialog.RunDialog(native int)",20,0,"2,11","0,00","PresentationFramework.dll",
62,"Microsoft.Win32.FileDialog.RunVistaDialog(native int)",20,0,"2,11","0,00","PresentationFramework.dll",
63,"[Unknown]",20,0,"2,11","0,00","[Unknown]",
64,"[comdlg32.dll]",20,0,"2,11","0,00","comdlg32.dll",
65,"[USER32.dll]",20,0,"2,11","0,00","USER32.dll",
66,"[USER32.dll]",20,0,"2,11","0,00","USER32.dll",
67,"[USER32.dll]",20,0,"2,11","0,00","USER32.dll",
68,"[USER32.dll]",20,0,"2,11","0,00","USER32.dll",
69,"[USER32.dll]",20,0,"2,11","0,00","USER32.dll",
70,"[USER32.dll]",20,0,"2,11","0,00","USER32.dll",
71,"[USER32.dll]",20,0,"2,11","0,00","USER32.dll",
72,"[USER32.dll]",19,0,"2,00","0,00","USER32.dll",
73,"[USER32.dll]",11,0,"1,16","0,00","USER32.dll",
74,"[USER32.dll]",4,0,"0,42","0,00","USER32.dll",
75,"[USER32.dll]",4,0,"0,42","0,00","USER32.dll",
76,"[comdlg32.dll]",4,0,"0,42","0,00","comdlg32.dll",
77,"[comdlg32.dll]",4,0,"0,42","0,00","comdlg32.dll",
78,"[comdlg32.dll]",4,0,"0,42","0,00","comdlg32.dll",
79,"[comdlg32.dll]",4,0,"0,42","0,00","comdlg32.dll",
80,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
81,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
82,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
83,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
84,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
85,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
86,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
87,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
88,"[Unknown]",4,0,"0,42","0,00","[Unknown]",
89,"[DUI70.dll]",3,0,"0,32","0,00","DUI70.dll",
90,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
91,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
92,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
93,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
94,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
95,"[DUI70.dll]",2,0,"0,21","0,00","DUI70.dll",
96,"[DUI70.dll]",2,2,"0,21","0,21","DUI70.dll",
90,"[KERNELBASE.dll]",1,0,"0,11","0,00","KERNELBASE.dll",
91,"[ntdll.dll]",1,0,"0,11","0,00","ntdll.dll",
92,"[ntdll.dll]",1,1,"0,11","0,11","ntdll.dll",
89,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
90,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
91,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
92,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
93,"[comdlg32.dll]",1,0,"0,11","0,00","comdlg32.dll",
94,"[comdlg32.dll]",1,0,"0,11","0,00","comdlg32.dll",
95,"[comdlg32.dll]",1,0,"0,11","0,00","comdlg32.dll",
96,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
97,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
98,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
99,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
100,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
101,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
102,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
103,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
104,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
105,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
106,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
107,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
108,"[ole32.dll]",1,0,"0,11","0,00","ole32.dll",
109,"[KERNEL32.dll]",1,0,"0,11","0,00","KERNEL32.dll",
110,"[KERNEL32.dll]",1,0,"0,11","0,00","KERNEL32.dll",
111,"[KERNEL32.dll]",1,0,"0,11","0,00","KERNEL32.dll",
