Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
85,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
86,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
87,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
88,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
89,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
90,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
91,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
92,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
93,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
94,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
95,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
96,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
97,"MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)",1,0,"0,11","0,00","WindowsBase.dll",
98,"System.Windows.Threading.Dispatcher.LegacyInvokeImpl(valuetype System.Windows.Threading.DispatcherPriority,valuetype System.TimeSpan,class System.Delegate,object,int32)",1,0,"0,11","0,00","WindowsBase.dll",
99,"MS.Internal.Threading.ExceptionFilterHelper.TryCatchWhen(object,class System.Delegate,object,int32,class System.Delegate)",1,0,"0,11","0,00","WindowsBase.dll",
100,"System.Windows.Threading.ExceptionWrapper.InternalRealCall(class System.Delegate,object,int32)",1,0,"0,11","0,00","WindowsBase.dll",
101,"MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)",1,0,"0,11","0,00","WindowsBase.dll",
102,"MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)",1,0,"0,11","0,00","WindowsBase.dll",
103,"System.Windows.Interop.HwndSource.HwndTargetFilterMessage(native int,int32,native int,native int,bool&)",1,0,"0,11","0,00","PresentationCore.dll",
104,"System.Windows.Interop.HwndTarget.HandleMessage(valuetype MS.Internal.Interop.WindowMessage,native int,native int)",1,0,"0,11","0,00","PresentationCore.dll",
105,"System.Windows.Interop.HwndTarget.OnResize()",1,0,"0,11","0,00","PresentationCore.dll",
106,"System.Windows.Media.MediaContext.Resize(class System.Windows.Media.ICompositionTarget)",1,0,"0,11","0,00","PresentationCore.dll",
107,"System.Windows.Media.MediaContext.RenderMessageHandler(object)",1,0,"0,11","0,00","PresentationCore.dll",
108,"System.Windows.Media.MediaContext.RenderMessageHandlerCore(object)",1,0,"0,11","0,00","PresentationCore.dll",
109,"System.Windows.Media.MediaContext.FireInvokeOnRenderCallbacks()",1,0,"0,11","0,00","PresentationCore.dll",
110,"System.Windows.Media.MediaContext.FireLoadedPendingCallbacks()",1,0,"0,11","0,00","PresentationCore.dll",
111,"MS.Internal.LoadedOrUnloadedOperation.DoWork()",1,0,"0,11","0,00","PresentationCore.dll",
112,"System.Windows.BroadcastEventHelper.BroadcastLoadedEvent(object)",1,0,"0,11","0,00","PresentationFramework.dll",
113,"System.Windows.BroadcastEventHelper.RemoveLoadedCallback(class System.Windows.DependencyObject,object[])",1,0,"0,11","0,00","PresentationFramework.dll",
114,"System.Windows.Threading.DispatcherOperation.Abort()",1,0,"0,11","0,00","WindowsBase.dll",
115,"System.Windows.Threading.DispatcherOperationTaskSource`1.SetCanceled()",1,0,"0,11","0,00","WindowsBase.dll",
116,"System.Threading.Tasks.TaskCompletionSource`1.SetCanceled()",1,1,"0,11","0,11","mscorlib.dll",
67,"System.Windows.UIElement.Measure(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationCore.dll",
68,"System.Windows.FrameworkElement.MeasureCore(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
69,"System.Windows.Controls.Primitives.PopupRoot.MeasureOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
70,"System.Windows.UIElement.Measure(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationCore.dll",
71,"System.Windows.FrameworkElement.MeasureCore(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
72,"System.Windows.Controls.Decorator.MeasureOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
73,"System.Windows.UIElement.Measure(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationCore.dll",
74,"System.Windows.FrameworkElement.MeasureCore(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
75,"System.Windows.Documents.AdornerDecorator.MeasureOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
76,"System.Windows.UIElement.Measure(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationCore.dll",
77,"System.Windows.FrameworkElement.MeasureCore(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
78,"System.Windows.Controls.Control.MeasureOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
79,"System.Windows.UIElement.Measure(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationCore.dll",
80,"System.Windows.FrameworkElement.MeasureCore(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
81,"System.Windows.Controls.Grid.MeasureOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
82,"System.Windows.UIElement.Measure(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationCore.dll",
83,"System.Windows.UIElement.pushVisualEffects()",1,0,"0,11","0,00","PresentationCore.dll",
84,"System.Windows.Media.Visual.set_VisualClearTypeHint(valuetype System.Windows.Media.ClearTypeHint)",1,1,"0,11","0,11","PresentationCore.dll",
43,"System.Windows.Media.MediaContext.EstimatedNextVSyncTimeExpired(object,class System.EventArgs)",2,0,"0,21","0,00","PresentationCore.dll",
44,"System.Windows.Media.MediaContext.CommitChannel()",1,1,"0,11","0,11","PresentationCore.dll",
44,"System.Windows.Media.MediaContext.ScheduleNextRenderOp(valuetype System.TimeSpan)",1,0,"0,11","0,00","PresentationCore.dll",
45,"System.Windows.Threading.Dispatcher.LegacyBeginInvokeImpl(valuetype System.Windows.Threading.DispatcherPriority,class System.Delegate,object,int32)",1,0,"0,11","0,00","WindowsBase.dll",
46,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
47,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
48,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
49,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
50,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
51,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
52,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
53,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
54,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
55,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
42,"System.Windows.Controls.VirtualizingStackPanel.<>c__DisplayClassa.<InitializeViewport>b__7()",1,0,"0,11","0,00","PresentationFramework.dll",
43,"System.Windows.UIElement.UpdateLayout()",1,0,"0,11","0,00","PresentationCore.dll",
44,"System.Windows.ContextLayoutManager.UpdateLayout()",1,0,"0,11","0,00","PresentationCore.dll",
45,"System.Windows.UIElement.Arrange(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationCore.dll",
46,"System.Windows.FrameworkElement.ArrangeCore(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationFramework.dll",
47,"System.Windows.Controls.VirtualizingStackPanel.ArrangeOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
48,"System.Windows.Controls.VirtualizingStackPanel.ArrangeOtherItemsInExtendedViewport(bool,class System.Windows.UIElement,valuetype System.Windows.Size,float64,int32,valuetype System.Windows.Rect&,valuetype System.Windows.Size&,valuetype System.Windows.Point&,int32&)",1,0,"0,11","0,00","PresentationFramework.dll",
49,"System.Windows.UIElement.Arrange(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationCore.dll",
50,"System.Windows.FrameworkElement.ArrangeCore(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationFramework.dll",
51,"System.Windows.Controls.Control.ArrangeOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
52,"System.Windows.UIElement.Arrange(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationCore.dll",
53,"System.Windows.FrameworkElement.ArrangeCore(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationFramework.dll",
54,"System.Windows.Controls.Grid.ArrangeOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
55,"System.Windows.UIElement.Arrange(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationCore.dll",
56,"System.Windows.FrameworkElement.ArrangeCore(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationFramework.dll",
57,"System.Windows.Controls.ContentPresenter.ArrangeOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
58,"MS.Internal.Helper.ArrangeElementWithSingleChild(class System.Windows.UIElement,valuetype System.Windows.Size)",1,0,"0,11","0,00","PresentationFramework.dll",
59,"System.Windows.UIElement.Arrange(valuetype System.Windows.Rect)",1,0,"0,11","0,00","PresentationCore.dll",
60,"System.Windows.Controls.TextBlock.OnRender(class System.Windows.Media.DrawingContext)",1,0,"0,11","0,00","PresentationFramework.dll",
61,"System.Windows.Controls.TextBlock.GetLineProperties(bool,bool,class MS.Internal.Text.LineProperties)",1,0,"0,11","0,00","PresentationFramework.dll",
62,"System.Windows.Controls.TextBlock.GetLineProperties()",1,0,"0,11","0,00","PresentationFramework.dll",
63,"MS.Internal.Text.TextProperties..ctor(class System.Windows.FrameworkElement,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
64,"MS.Internal.Text.TextProperties.InitCommon(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
65,"MS.Internal.Text.DynamicPropertyReader.GetTypeface(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationFramework.dll",
66,"[Unknown]",1,1,"0,11","0,11","[Unknown]",
42,"MS.Internal.Data.DataBindEngine.Run(object)",1,0,"0,11","0,00","PresentationFramework.dll",
43,"MS.Internal.Data.DataBindEngine.Task.Run(bool)",1,0,"0,11","0,00","PresentationFramework.dll",
44,"System.Windows.Data.BindingExpression.MS.Internal.Data.IDataBindEngineClient.AttachToContext(bool)",1,0,"0,11","0,00","PresentationFramework.dll",
45,"System.Windows.Data.BindingExpression.AttachToContext(valuetype System.Windows.Data.BindingExpression/AttachAttempt)",1,0,"0,11","0,00","PresentationFramework.dll",
46,"System.Windows.Data.BindingExpression.Activate(object)",1,0,"0,11","0,00","PresentationFramework.dll",
47,"MS.Internal.Data.ClrBindingWorker.AttachDataItem()",1,0,"0,11","0,00","PresentationFramework.dll",
48,"MS.Internal.Data.PropertyPathWorker.UpdateSourceValueState(int32,class System.ComponentModel.ICollectionView,object,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
49,"MS.Internal.Data.PropertyPathWorker.ReplaceItem(int32,object,object)",1,0,"0,11","0,00","PresentationFramework.dll",
50,"MS.Internal.Data.PropertyPathWorker.GetInfo(int32,object,valuetype MS.Internal.Data.PropertyPathWorker/SourceValueState&)",1,0,"0,11","0,00","PresentationFramework.dll",
51,"System.Windows.PropertyPath.ResolvePropertyName(string,object,class System.Type,object,bool)",1,0,"0,11","0,00","PresentationFramework.dll",
52,"System.Windows.PropertyPath.GetPropertyHelper(class System.Type,string)",1,0,"0,11","0,00","PresentationFramework.dll",
53,"System.Type.GetProperty(string,valuetype System.Reflection.BindingFlags)",1,0,"0,11","0,00","mscorlib.dll",
54,"System.RuntimeType.GetPropertyImpl(string,valuetype System.Reflection.BindingFlags,class System.Reflection.Binder,class System.Type,class System.Type[],valuetype System.Reflection.ParameterModifier[])",1,0,"0,11","0,00","mscorlib.dll",
55,"System.RuntimeType.GetPropertyCandidates(string,valuetype System.Reflection.BindingFlags,class System.Type[],bool)",1,0,"0,11","0,00","mscorlib.dll",
56,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.GetMemberList(valuetype System.RuntimeType/MemberListType,string,valuetype System.RuntimeType/RuntimeTypeCache/CacheType)",1,0,"0,11","0,00","mscorlib.dll",
57,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.Populate(string,valuetype System.RuntimeType/MemberListType,valuetype System.RuntimeType/RuntimeTypeCache/CacheType)",1,0,"0,11","0,00","mscorlib.dll",
58,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.GetListByName(char*,int32,uint8*,int32,valuetype System.RuntimeType/MemberListType,valuetype System.RuntimeType/RuntimeTypeCache/CacheType)",1,0,"0,11","0,00","mscorlib.dll",
59,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.PopulateProperties(valuetype System.RuntimeType/RuntimeTypeCache/Filter)",1,0,"0,11","0,00","mscorlib.dll",
60,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.PopulateProperties(valuetype System.RuntimeType/RuntimeTypeCache/Filter,class System.RuntimeType,class System.Collections.Generic.Dictionary`2<string,class System.Collections.Generic.List`1<class System.Reflection.RuntimePropertyInfo>>,bool[],valuetype System.RuntimeType/ListBuilder`1<class System.Reflection.RuntimePropertyInfo>&)",1,0,"0,11","0,00","mscorlib.dll",
61,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
40,"System.Windows.Threading.DispatcherSynchronizationContext..ctor(class System.Windows.Threading.Dispatcher,valuetype System.Windows.Threading.DispatcherPriority)",1,0,"0,11","0,00","WindowsBase.dll",
41,"System.Windows.Threading.Dispatcher.ValidatePriority(valuetype System.Windows.Threading.DispatcherPriority,string)",1,0,"0,11","0,00","WindowsBase.dll",
42,"System.Windows.Threading.PriorityRange.Contains(valuetype System.Windows.Threading.DispatcherPriority)",1,1,"0,11","0,11","WindowsBase.dll",
34,"MS.Win32.UnsafeNativeMethods.MsgWaitForMultipleObjectsEx(int32,native int[],int32,int32,int32)",2,0,"0,21","0,00","WindowsBase.dll",
35,"[WindowsBase.dll]",2,1,"0,21","0,11","WindowsBase.dll",
36,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
37,"[KERNEL32.dll]",1,0,"0,11","0,00","KERNEL32.dll",
38,"[ntdll.dll]",1,1,"0,11","0,11","ntdll.dll",
33,"System.Windows.Threading.Dispatcher.PromoteTimers(int32)",1,0,"0,11","0,00","WindowsBase.dll",
34,"System.Windows.Threading.DispatcherTimer.Promote()",1,0,"0,11","0,00","WindowsBase.dll",
35,"System.Windows.Threading.DispatcherOperation.set_Priority(valuetype System.Windows.Threading.DispatcherPriority)",1,0,"0,11","0,00","WindowsBase.dll",
36,"System.Windows.Threading.Dispatcher.SetPriority(class System.Windows.Threading.DispatcherOperation,valuetype System.Windows.Threading.DispatcherPriority)",1,0,"0,11","0,00","WindowsBase.dll",
37,"System.Windows.Threading.PriorityQueue`1.GetChain(valuetype System.Windows.Threading.DispatcherPriority)",1,0,"0,11","0,00","WindowsBase.dll",
38,"System.Collections.Generic.SortedList`2.Add(!0,!1)",1,0,"0,11","0,00","System.dll",
39,"System.Array.BinarySearch(!!0[],int32,int32,!!0,class System.Collections.Generic.IComparer`1<!!0>)",1,0,"0,11","0,00","mscorlib.dll",
40,"System.Collections.Generic.GenericArraySortHelper`1.BinarySearch(!0[],int32,int32,!0,class System.Collections.Generic.IComparer`1<!0>)",1,0,"0,11","0,00","mscorlib.dll",
41,"System.Collections.Generic.Comparer`1.get_Default()",1,1,"0,11","0,11","mscorlib.dll",
33,"[WindowsBase.dll]",1,1,"0,11","0,11","WindowsBase.dll",
32,"System.Windows.Media.MediaContextNotificationWindow.MessageFilter(native int,int32,native int,native int,bool&)",6,0,"0,63","0,00","PresentationCore.dll",
33,"System.Windows.Media.MediaContext.NotifyChannelMessage()",6,0,"0,63","0,00","PresentationCore.dll",
34,"System.Windows.Media.MediaContext.NotifyPresented(valuetype System.Windows.Media.Composition.MIL_PRESENTATION_RESULTS,int64,int32)",5,0,"0,53","0,00","PresentationCore.dll",
35,"System.Windows.Media.MediaContext.get_HasCommittedThisVBlankInterval()",2,1,"0,21","0,11","PresentationCore.dll",
36,"System.Windows.Media.MediaContext.CountsToTicks(int64)",1,0,"0,11","0,00","PresentationCore.dll",
37,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
35,"[Unknown]",1,1,"0,11","0,11","[Unknown]",
35,"System.Windows.Media.MediaContext.ScheduleNextRenderOp(valuetype System.TimeSpan)",1,0,"0,11","0,00","PresentationCore.dll",
36,"System.Windows.Threading.DispatcherTimer.Stop()",1,0,"0,11","0,00","WindowsBase.dll",
37,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
35,"System.Windows.Media.MediaContext.CommitChannel()",1,0,"0,11","0,00","PresentationCore.dll",
36,"System.Windows.Media.MediaContext.RequestPresentedNotification(class System.Windows.Media.Composition.DUCE/Channel,int64)",1,0,"0,11","0,00","PresentationCore.dll",
37,"System.Windows.Media.Composition.DUCE.Channel.SendCommand(uint8*,int32,bool)",1,0,"0,11","0,00","PresentationCore.dll",
38,"[PresentationCore.dll]",1,0,"0,11","0,00","PresentationCore.dll",
39,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
40,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
41,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
42,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
43,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
44,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
45,"[ntdll.dll]",1,1,"0,11","0,11","ntdll.dll",
34,"System.Windows.Media.Composition.DUCE.Channel.PeekNextMessage(valuetype System.Windows.Media.Composition.DUCE/MilMessage/Message&)",1,0,"0,11","0,00","PresentationCore.dll",
35,"[PresentationCore.dll]",1,1,"0,11","0,11","PresentationCore.dll",
32,"System.Windows.Interop.HwndSource.HwndTargetFilterMessage(native int,int32,native int,native int,bool&)",2,1,"0,21","0,11","PresentationCore.dll",
33,"System.Windows.Interop.HwndTarget.HandleMessage(valuetype MS.Internal.Interop.WindowMessage,native int,native int)",1,1,"0,11","0,11","PresentationCore.dll",
32,"MS.Internal.WeakReferenceListEnumerator.MoveNext()",1,0,"0,11","0,00","WindowsBase.dll",
33,"System.Collections.ArrayList.ReadOnlyArrayList.get_Count()",1,0,"0,11","0,00","mscorlib.dll",
34,"System.Collections.ArrayList.get_Count()",1,1,"0,11","0,11","mscorlib.dll",
28,"System.Threading.SynchronizationContext.SetSynchronizationContext(class System.Threading.SynchronizationContext)",1,0,"0,11","0,00","mscorlib.dll",
29,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
28,"System.Windows.Threading.DispatcherSynchronizationContext..ctor(class System.Windows.Threading.Dispatcher,valuetype System.Windows.Threading.DispatcherPriority)",1,0,"0,11","0,00","WindowsBase.dll",
29,"System.Threading.SynchronizationContext.SetWaitNotificationRequired()",1,0,"0,11","0,00","mscorlib.dll",
30,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
27,"[WindowsBase.dll]",6,1,"0,63","0,11","WindowsBase.dll",
28,"[USER32.dll]",5,0,"0,53","0,00","USER32.dll",
29,"[USER32.dll]",5,0,"0,53","0,00","USER32.dll",
30,"[USER32.dll]",5,2,"0,53","0,21","USER32.dll",
31,"[USER32.dll]",3,0,"0,32","0,00","USER32.dll",
32,"[Unknown]",3,2,"0,32","0,21","[Unknown]",
33,"MS.Win32.HwndSubclass.DefWndProcWrapper(native int,int32,native int,native int)",1,0,"0,11","0,00","WindowsBase.dll",
34,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
35,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
36,"[USER32.dll]",1,1,"0,11","0,11","USER32.dll",
20,"System.Windows.Threading.Dispatcher.GetMessage(valuetype System.Windows.Interop.MSG&,native int,int32,int32)",52,0,"5,47","0,00","WindowsBase.dll",
21,"[ntdll.dll]",42,0,"4,42","0,00","ntdll.dll",
22,"[USER32.dll]",42,0,"4,42","0,00","USER32.dll",
23,"[USER32.dll]",42,0,"4,42","0,00","USER32.dll",
24,"[USER32.dll]",42,0,"4,42","0,00","USER32.dll",
25,"[USER32.dll]",42,0,"4,42","0,00","USER32.dll",
26,"[Unknown]",42,0,"4,42","0,00","[Unknown]",
27,"MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)",42,0,"4,42","0,00","WindowsBase.dll",
28,"System.Windows.Threading.Dispatcher.LegacyInvokeImpl(valuetype System.Windows.Threading.DispatcherPriority,valuetype System.TimeSpan,class System.Delegate,object,int32)",42,0,"4,42","0,00","WindowsBase.dll",
29,"MS.Internal.Threading.ExceptionFilterHelper.TryCatchWhen(object,class System.Delegate,object,int32,class System.Delegate)",41,0,"4,32","0,00","WindowsBase.dll",
30,"System.Windows.Threading.ExceptionWrapper.InternalRealCall(class System.Delegate,object,int32)",41,0,"4,32","0,00","WindowsBase.dll",
31,"MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)",41,0,"4,32","0,00","WindowsBase.dll",
32,"MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)",41,0,"4,32","0,00","WindowsBase.dll",
33,"System.Windows.Interop.HwndSource.PublicHooksFilterMessage(native int,int32,native int,native int,bool&)",38,0,"4,00","0,00","PresentationCore.dll",
34,"System.Windows.Shell.WindowChromeWorker._WndProc(native int,int32,native int,native int,bool&)",37,2,"3,89","0,21","PresentationFramework.dll",
35,"System.Windows.Shell.WindowChromeWorker._HandleNCHitTest(valuetype Standard.WM,native int,native int,bool&)",35,1,"3,68","0,11","PresentationFramework.dll",
36,"System.Windows.UIElement.InputHitTest(valuetype System.Windows.Point)",31,0,"3,26","0,00","PresentationCore.dll",
37,"System.Windows.UIElement.InputHitTest(valuetype System.Windows.Point,class System.Windows.IInputElement&,class System.Windows.IInputElement&,class System.Windows.Media.HitTestResult&)",31,0,"3,26","0,00","PresentationCore.dll",
38,"System.Windows.Media.Visual.HitTest(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.HitTestParameters)",23,0,"2,42","0,00","PresentationCore.dll",
39,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",23,1,"2,42","0,11","PresentationCore.dll",
40,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",21,0,"2,21","0,00","PresentationCore.dll",
41,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",21,0,"2,21","0,00","PresentationCore.dll",
42,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",19,0,"2,00","0,00","PresentationCore.dll",
43,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",19,1,"2,00","0,11","PresentationCore.dll",
44,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",17,0,"1,79","0,00","PresentationCore.dll",
45,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",17,0,"1,79","0,00","PresentationCore.dll",
46,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",17,0,"1,79","0,00","PresentationCore.dll",
47,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",16,0,"1,68","0,00","PresentationCore.dll",
48,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",16,0,"1,68","0,00","PresentationCore.dll",
49,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",16,0,"1,68","0,00","PresentationCore.dll",
50,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",16,0,"1,68","0,00","PresentationCore.dll",
51,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",13,0,"1,37","0,00","PresentationCore.dll",
52,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",11,0,"1,16","0,00","PresentationCore.dll",
53,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",11,0,"1,16","0,00","PresentationCore.dll",
54,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",11,0,"1,16","0,00","PresentationCore.dll",
55,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",11,0,"1,16","0,00","PresentationCore.dll",
56,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",10,1,"1,05","0,11","PresentationCore.dll",
57,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",9,0,"0,95","0,00","PresentationCore.dll",
58,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",8,0,"0,84","0,00","PresentationCore.dll",
59,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",5,0,"0,53","0,00","PresentationCore.dll",
60,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",3,1,"0,32","0,11","PresentationCore.dll",
61,"System.Windows.UIElement.InputHitTestFilterCallback(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationCore.dll",
62,"MS.Internal.UIElementHelper.IsUIElementOrUIElement3D(class System.Windows.DependencyObject)",1,0,"0,11","0,00","PresentationCore.dll",
63,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
61,"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",1,0,"0,11","0,00","PresentationCore.dll",
